# =============================================
# Column 1: Equatorial circumferential radius in kilometers 
# Column 2: Gravitational mass in solar masses 
# Column 3: likelihood 
# =============================================
# =============================================
1.000028357067466 7.053216733236933 0.0
1.0331593449618524 7.053216733236933 0.0
1.0662903328562388 7.053216733236933 5332490241.777926
1.0994213207506252 7.053216733236933 0.0
1.1325523086450113 7.053216733236933 0.0
1.1656832965393977 7.053216733236933 0.0
1.1988142844337841 7.053216733236933 0.0
1.2319452723281705 7.053216733236933 0.0
1.265076260222557 7.053216733236933 0.0
1.298207248116943 7.053216733236933 0.0
1.3313382360113297 7.053216733236933 0.0
1.364469223905716 7.053216733236933 0.0
1.3976002118001023 7.053216733236933 0.0
1.4307311996944887 7.053216733236933 0.0
1.463862187588875 7.053216733236933 0.0
1.4969931754832615 7.053216733236933 0.0
1.5301241633776477 7.053216733236933 0.0
1.5632551512720343 7.053216733236933 0.0
1.5963861391664205 7.053216733236933 0.0
1.6295171270608069 7.053216733236933 0.0
1.6626481149551933 7.053216733236933 0.0
1.6957791028495794 7.053216733236933 0.0
1.728910090743966 7.053216733236933 0.0
1.7620410786383522 7.053216733236933 0.0
1.7951720665327386 7.053216733236933 0.0
1.828303054427125 7.053216733236933 0.0
1.8614340423215114 7.053216733236933 0.0
1.8945650302158978 7.053216733236933 0.0
1.927696018110284 7.053216733236933 0.0
1.9608270060046706 7.053216733236933 0.0
1.9939579938990568 7.053216733236933 0.0
2.027088981793443 7.053216733236933 0.0
2.0602199696878296 7.053216733236933 0.0
2.0933509575822162 7.053216733236933 0.0
2.1264819454766024 7.053216733236933 0.0
2.1596129333709886 7.053216733236933 0.0
2.192743921265375 7.053216733236933 0.0
2.2258749091597614 7.053216733236933 0.0
2.2590058970541476 7.053216733236933 0.0
2.292136884948534 7.053216733236933 0.0
1.000028357067466 7.282616540667476 5334435264.131461
1.0331593449618524 7.282616540667476 0.0
1.0662903328562388 7.282616540667476 0.0
1.0994213207506252 7.282616540667476 0.0
1.1325523086450113 7.282616540667476 0.0
1.1656832965393977 7.282616540667476 0.0
1.1988142844337841 7.282616540667476 0.0
1.2319452723281705 7.282616540667476 0.0
1.265076260222557 7.282616540667476 0.0
1.298207248116943 7.282616540667476 0.0
1.3313382360113297 7.282616540667476 0.0
1.364469223905716 7.282616540667476 0.0
1.3976002118001023 7.282616540667476 0.0
1.4307311996944887 7.282616540667476 0.0
1.463862187588875 7.282616540667476 0.0
1.4969931754832615 7.282616540667476 0.0
1.5301241633776477 7.282616540667476 0.0
1.5632551512720343 7.282616540667476 0.0
1.5963861391664205 7.282616540667476 0.0
1.6295171270608069 7.282616540667476 0.0
1.6626481149551933 7.282616540667476 0.0
1.6957791028495794 7.282616540667476 0.0
1.728910090743966 7.282616540667476 0.0
1.7620410786383522 7.282616540667476 0.0
1.7951720665327386 7.282616540667476 0.0
1.828303054427125 7.282616540667476 0.0
1.8614340423215114 7.282616540667476 0.0
1.8945650302158978 7.282616540667476 0.0
1.927696018110284 7.282616540667476 0.0
1.9608270060046706 7.282616540667476 0.0
1.9939579938990568 7.282616540667476 0.0
2.027088981793443 7.282616540667476 0.0
2.0602199696878296 7.282616540667476 0.0
2.0933509575822162 7.282616540667476 0.0
2.1264819454766024 7.282616540667476 0.0
2.1596129333709886 7.282616540667476 0.0
2.192743921265375 7.282616540667476 0.0
2.2258749091597614 7.282616540667476 0.0
2.2590058970541476 7.282616540667476 0.0
2.292136884948534 7.282616540667476 0.0
1.000028357067466 7.51201634809802 21314759211.346962
1.0331593449618524 7.51201634809802 5341535981.795173
1.0662903328562388 7.51201634809802 10680351706.167423
1.0994213207506252 7.51201634809802 0.0
1.1325523086450113 7.51201634809802 5327133984.358955
1.1656832965393977 7.51201634809802 0.0
1.1988142844337841 7.51201634809802 0.0
1.2319452723281705 7.51201634809802 0.0
1.265076260222557 7.51201634809802 0.0
1.298207248116943 7.51201634809802 0.0
1.3313382360113297 7.51201634809802 0.0
1.364469223905716 7.51201634809802 0.0
1.3976002118001023 7.51201634809802 0.0
1.4307311996944887 7.51201634809802 0.0
1.463862187588875 7.51201634809802 0.0
1.4969931754832615 7.51201634809802 0.0
