# =============================================
# Column 1: Equatorial circumferential radius in kilometers 
# Column 2: Gravitational mass in solar masses 
# Column 3: likelihood 
# =============================================
# =============================================
1.5934059665522833 9.147838095889828 0.0
1.61407903390245 9.147838095889828 0.0
1.6347521012526167 9.147838095889828 0.0
1.6554251686027834 9.147838095889828 0.0
1.6760982359529502 9.147838095889828 0.0
1.6967713033031169 9.147838095889828 1.0
1.7174443706532836 9.147838095889828 0.0
1.7381174380034503 9.147838095889828 1.0
1.758790505353617 9.147838095889828 2.0
1.7794635727037837 9.147838095889828 10.0
1.8001366400539505 9.147838095889828 15.0
1.8208097074041172 9.147838095889828 7.0
1.841482774754284 9.147838095889828 17.0
1.8621558421044506 9.147838095889828 0.0
1.8828289094546173 9.147838095889828 1.0
1.903501976804784 9.147838095889828 0.0
1.9241750441549508 9.147838095889828 0.0
1.9448481115051175 9.147838095889828 0.0
1.9655211788552842 9.147838095889828 0.0
1.986194246205451 9.147838095889828 0.0
2.0068673135556176 9.147838095889828 0.0
2.0275403809057844 9.147838095889828 0.0
2.048213448255951 9.147838095889828 0.0
2.068886515606118 9.147838095889828 0.0
2.0895595829562845 9.147838095889828 0.0
2.1102326503064512 9.147838095889828 0.0
2.130905717656618 9.147838095889828 0.0
2.1515787850067847 9.147838095889828 0.0
2.1722518523569514 9.147838095889828 0.0
2.192924919707118 9.147838095889828 0.0
2.213597987057285 9.147838095889828 0.0
2.2342710544074516 9.147838095889828 0.0
2.2549441217576183 9.147838095889828 0.0
2.275617189107785 9.147838095889828 0.0
2.2962902564579517 9.147838095889828 0.0
2.3169633238081184 9.147838095889828 0.0
2.337636391158285 9.147838095889828 0.0
2.358309458508452 9.147838095889828 0.0
2.3789825258586186 9.147838095889828 0.0
2.3996555932087853 9.147838095889828 0.0
1.5934059665522833 9.595648269740511 17.0
1.61407903390245 9.595648269740511 8.0
1.6347521012526167 9.595648269740511 0.0
1.6554251686027834 9.595648269740511 12.0
1.6760982359529502 9.595648269740511 1.0
1.6967713033031169 9.595648269740511 0.0
1.7174443706532836 9.595648269740511 2.0
1.7381174380034503 9.595648269740511 83.0
1.758790505353617 9.595648269740511 126.0
1.7794635727037837 9.595648269740511 89.0
1.8001366400539505 9.595648269740511 194.0
1.8208097074041172 9.595648269740511 254.0
1.841482774754284 9.595648269740511 215.0
1.8621558421044506 9.595648269740511 199.0
1.8828289094546173 9.595648269740511 128.0
1.903501976804784 9.595648269740511 205.0
1.9241750441549508 9.595648269740511 94.0
1.9448481115051175 9.595648269740511 57.0
1.9655211788552842 9.595648269740511 38.0
1.986194246205451 9.595648269740511 14.0
2.0068673135556176 9.595648269740511 15.0
2.0275403809057844 9.595648269740511 2.0
2.048213448255951 9.595648269740511 0.0
2.068886515606118 9.595648269740511 0.0
2.0895595829562845 9.595648269740511 0.0
2.1102326503064512 9.595648269740511 0.0
2.130905717656618 9.595648269740511 0.0
2.1515787850067847 9.595648269740511 0.0
2.1722518523569514 9.595648269740511 0.0
2.192924919707118 9.595648269740511 0.0
2.213597987057285 9.595648269740511 0.0
2.2342710544074516 9.595648269740511 0.0
2.2549441217576183 9.595648269740511 0.0
2.275617189107785 9.595648269740511 0.0
2.2962902564579517 9.595648269740511 0.0
2.3169633238081184 9.595648269740511 0.0
2.337636391158285 9.595648269740511 0.0
2.358309458508452 9.595648269740511 0.0
2.3789825258586186 9.595648269740511 0.0
2.3996555932087853 9.595648269740511 0.0
1.5934059665522833 10.043458443591197 0.0
1.61407903390245 10.043458443591197 6.0
1.6347521012526167 10.043458443591197 8.0
1.6554251686027834 10.043458443591197 21.0
1.6760982359529502 10.043458443591197 11.0
1.6967713033031169 10.043458443591197 8.0
1.7174443706532836 10.043458443591197 55.0
1.7381174380034503 10.043458443591197 126.0
1.758790505353617 10.043458443591197 308.0
1.7794635727037837 10.043458443591197 490.0
1.8001366400539505 10.043458443591197 676.0
1.8208097074041172 10.043458443591197 1064.0
1.841482774754284 10.043458443591197 1458.0
1.8621558421044506 10.043458443591197 1914.0
1.8828289094546173 10.043458443591197 2133.0
1.903501976804784 10.043458443591197 2535.0
1.9241750441549508 10.043458443591197 2013.0
1.9448481115051175 10.043458443591197 2284.0
1.9655211788552842 10.043458443591197 1468.0
1.986194246205451 10.043458443591197 1194.0
2.0068673135556176 10.043458443591197 813.0
2.0275403809057844 10.043458443591197 324.0
2.048213448255951 10.043458443591197 142.0
2.068886515606118 10.043458443591197 24.0
2.0895595829562845 10.043458443591197 10.0
2.1102326503064512 10.043458443591197 1.0
2.130905717656618 10.043458443591197 0.0
2.1515787850067847 10.043458443591197 0.0
2.1722518523569514 10.043458443591197 0.0
2.192924919707118 10.043458443591197 0.0
2.213597987057285 10.043458443591197 0.0
2.2342710544074516 10.043458443591197 0.0
2.2549441217576183 10.043458443591197 0.0
2.275617189107785 10.043458443591197 0.0
2.2962902564579517 10.043458443591197 0.0
2.3169633238081184 10.043458443591197 0.0
2.337636391158285 10.043458443591197 0.0
2.358309458508452 10.043458443591197 0.0
2.3789825258586186 10.043458443591197 0.0
2.3996555932087853 10.043458443591197 0.0
1.5934059665522833 10.49126861744188 0.0
1.61407903390245 10.49126861744188 0.0
